timestamp,temperature,humidity,co2,moisture,condition
2026-02-25 13:19:23.257469,20.099342830602247,49.78812015898865,396.6075263475639,11.985657678354107,Safe
2026-02-25 13:24:23.257469,20.07168997036801,49.56141310479672,395.0800290322956,11.982392087980076,Safe
2026-02-25 13:29:23.257469,20.201227677988147,48.66359151848172,392.0931237270699,11.988821575838834,Safe
2026-02-25 13:34:23.257469,20.505833649269753,48.498546422630994,392.6452139618005,12.083507722003452,Safe
2026-02-25 13:39:23.257469,20.459002974325085,48.86496096354187,398.6311066191101,12.008785991154777,Safe
2026-02-25 13:44:23.257469,20.41217558293525,48.22784490400347,394.77589583340404,11.924151292003511,Safe
2026-02-25 13:49:23.257469,20.728018146036728,48.752086229528764,399.7799983222461,12.04781326621781,Safe
2026-02-25 13:54:23.257469,20.88150509186731,48.995973640070936,395.8716379605117,12.001548792029679,Safe
2026-02-25 13:59:23.257469,20.78761021468032,48.62885697908542,391.63350189802725,11.875245256671972,Safe
2026-02-25 14:04:23.257469,20.896122223397512,48.55809216041649,395.72647498974334,11.826732262461986,Safe
2026-02-25 14:09:23.257469,20.80343868483502,49.35725306423701,400.3361568797814,11.793726988937586,Safe
2026-02-25 14:14:23.257469,20.71029273412097,49.72402697098994,404.59320656359466,11.949223261710163,Safe
2026-02-25 14:19:23.257469,20.758685188434175,49.728418798439016,398.014219522504,12.041705882947836,Safe
2026-02-25 14:24:23.257469,20.376029139502617,49.609577139958525,395.6844646321437,12.156457944611061,Safe
2026-02-25 14:29:23.257469,20.03104557300001,49.64788167518435,399.7994075921603,12.238455308845738,Safe
2026-02-25 14:34:23.257469,19.918588067151816,49.3919998962132,400.0071167949798,12.333079676007271,Safe
2026-02-25 14:39:23.257469,19.71602184308493,48.33962514335369,394.6386525639925,12.264271463349239,Safe
2026-02-25 14:44:23.257469,19.778871309603986,49.36071409862106,396.9302422596197,12.24441124781389,Safe
2026-02-25 14:49:23.257469,19.597266494499742,49.43837659822076,393.35620596466237,12.145419716511535,Safe
2026-02-25 14:54:23.257469,19.314805754232683,49.63745023078203,402.3288302066234,12.124370913457831,Safe
2026-02-25 14:59:23.257469,19.607935508016997,49.60849635584358,410.0530375187147,12.192781412551305,Safe
2026-02-25 15:04:23.257469,19.562780247919687,49.24093795548128,413.0735246504925,12.206239741032531,Safe
2026-02-25 15:09:23.257469,19.576285888857274,49.14797571500689,419.8785581743414,12.33738782292856,Safe
2026-02-25 15:14:23.257469,19.29133625161458,48.34827833390974,420.2025149249583,12.223246243705837,Safe
2026-02-25 15:19:23.257469,19.182459706709544,49.48682158293639,424.0297023968334,12.273270078775662,Safe
2026-02-25 15:24:23.257469,19.204644224651517,48.8695655837252,431.41830387334375,12.148439798588731,Safe
2026-02-25 15:29:23.257469,18.974445509167058,48.353582441801606,432.6457972823153,12.157857445506094,Safe
